country;cumulative_total_cases;daily_new_cases;active_cases;cumulative_total_deaths;daily_new_deaths
Poland;2880011.0;99.0;153061.0;75044.0;23.0
Poland;2880108.0;97.0;153039.0;75065.0;21.0
Poland;2880216.0;108.0;153061.0;75083.0;18.0
Poland;2880270.0;54.0;153021.0;75084.0;1.0
Poland;2880307.0;37.0;152994.0;75085.0;1.0
Poland;2880400.0;93.0;153042.0;75093.0;8.0
Poland;2880503.0;103.0;153094.0;75116.0;23.0
Poland;2880594.0;91.0;153087.0;75135.0;19.0
Poland;2880669.0;75.0;153108.0;75152.0;17.0
Poland;2880755.0;86.0;153138.0;75159.0;7.0
Poland;2880821.0;66.0;153156.0;75160.0;1.0
Poland;2880863.0;42.0;153126.0;75160.0;0.0
Poland;2880960.0;97.0;153183.0;75173.0;13.0
Poland;2881046.0;86.0;153263.0;75179.0;6.0
Poland;2881148.0;102.0;153302.0;75191.0;12.0
Poland;2881241.0;93.0;153293.0;75205.0;14.0
Poland;2881355.0;114.0;153192.0;75212.0;7.0
Poland;2881424.0;69.0;153225.0;75215.0;3.0
Poland;2881490.0;66.0;153241.0;75215.0;0.0
Poland;2881594.0;104.0;153341.0;75219.0;4.0
Poland;2881714.0;120.0;153458.0;75222.0;3.0
Poland;2881840.0;126.0;153521.0;75231.0;9.0
Poland;2881944.0;104.0;153537.0;75235.0;4.0
Poland;2882064.0;120.0;153602.0;75241.0;6.0
Poland;2882146.0;82.0;153625.0;75242.0;1.0
Poland;2882221.0;75.0;153620.0;75242.0;0.0
Poland;2882327.0;106.0;153671.0;75249.0;7.0
Poland;2882463.0;136.0;153765.0;75252.0;3.0
Poland;2882633.0;170.0;153847.0;75257.0;5.0
Poland;2882786.0;153.0;153919.0;75259.0;2.0
Poland;2882938.0;152.0;153977.0;75261.0;2.0
Poland;2883029.0;91.0;153961.0;75261.0;0.0
Poland;2883120.0;91.0;153959.0;75261.0;0.0
Poland;2883284.0;164.0;154085.0;75265.0;4.0
Poland;2883448.0;164.0;154198.0;75269.0;4.0
Poland;2883624.0;176.0;154252.0;75275.0;6.0
Poland;2883795.0;171.0;154290.0;75281.0;6.0
Poland;2883976.0;181.0;154332.0;75285.0;4.0
Poland;2884098.0;122.0;154330.0;75285.0;0.0
Poland;2884161.0;63.0;154252.0;75285.0;0.0
Poland;2884359.0;198.0;154397.0;75285.0;0.0
Poland;2884557.0;198.0;154517.0;75289.0;4.0
Poland;2884778.0;221.0;154613.0;75291.0;2.0
Poland;2884974.0;196.0;154663.0;75297.0;6.0
Poland;2885185.0;211.0;154703.0;75299.0;2.0
Poland;2885333.0;148.0;154721.0;75299.0;0.0
Poland;2885455.0;122.0;154715.0;75299.0;0.0
Poland;2885675.0;220.0;154826.0;75306.0;7.0
Poland;2885882.0;207.0;154987.0;75307.0;1.0
Poland;2886079.0;197.0;154987.0;75311.0;4.0
Poland;2886291.0;212.0;155085.0;75315.0;4.0
Poland;2886513.0;222.0;155179.0;75316.0;1.0
Poland;2886698.0;185.0;155239.0;75316.0;0.0
Poland;2886804.0;106.0;155171.0;75316.0;0.0
Poland;2887036.0;232.0;155357.0;75324.0;8.0
Poland;2887234.0;198.0;155550.0;75329.0;5.0
Poland;2887481.0;247.0;155642.0;75332.0;3.0
Poland;2887738.0;257.0;155768.0;75335.0;3.0
Poland;2888027.0;289.0;155979.0;75340.0;5.0
Poland;2888234.0;207.0;156039.0;75340.0;0.0
Poland;2888385.0;151.0;155991.0;75340.0;0.0
Poland;2888670.0;285.0;156241.0;75345.0;5.0
Poland;2889022.0;352.0;156578.0;75360.0;15.0
Poland;2889424.0;402.0;156880.0;75367.0;7.0
Poland;2889772.0;348.0;157126.0;75372.0;5.0
Poland;2890161.0;389.0;157452.0;75379.0;7.0
Poland;2890483.0;322.0;157577.0;75379.0;0.0
Poland;2890665.0;182.0;157541.0;75379.0;0.0
Poland;2891069.0;404.0;157932.0;75392.0;13.0
Poland;2891602.0;533.0;158454.0;75403.0;11.0
Poland;2892114.0;512.0;158929.0;75409.0;6.0
Poland;2892643.0;529.0;159245.0;75417.0;8.0
Poland;2893173.0;530.0;159647.0;75425.0;8.0
Poland;2893650.0;477.0;159851.0;75425.0;0.0
Poland;2893918.0;268.0;159880.0;75425.0;0.0
Poland;2894456.0;538.0;160410.0;75433.0;8.0
Poland;2895225.0;769.0;161259.0;75454.0;21.0
Poland;2895947.0;722.0;161846.0;75465.0;11.0
Poland;2896598.0;651.0;162313.0;75473.0;8.0
Poland;2897395.0;797.0;162888.0;75487.0;14.0
Poland;2897936.0;541.0;162965.0;75488.0;1.0
Poland;2898297.0;361.0;162897.0;75488.0;0.0
Poland;2899006.0;709.0;163663.0;75503.0;15.0
Poland;2899888.0;882.0;164525.0;75523.0;20.0
Poland;2900861.0;973.0;165288.0;75537.0;14.0
Poland;2901674.0;813.0;165685.0;75551.0;14.0
Poland;2902591.0;917.0;166244.0;75571.0;20.0
Poland;2903234.0;643.0;166313.0;75572.0;1.0
Poland;2903656.0;422.0;166076.0;75572.0;0.0
Poland;2904632.0;976.0;166916.0;75601.0;29.0
Poland;2905863.0;1231.0;168108.0;75623.0;22.0
Poland;2907070.0;1207.0;168936.0;75650.0;27.0
Poland;2908432.0;1362.0;169679.0;75666.0;16.0
Poland;2909776.0;1344.0;170380.0;75689.0;23.0
Poland;2910865.0;1089.0;170814.0;75695.0;6.0
Poland;2911551.0;686.0;170753.0;75695.0;0.0
Poland;2912877.0;1326.0;171897.0;75741.0;46.0
Poland;2914962.0;2085.0;173937.0;75774.0;33.0
Poland;2916968.0;2006.0;175336.0;75803.0;29.0
Poland;2918862.0;1894.0;176438.0;75835.0;32.0
Poland;2920874.0;2012.0;177579.0;75864.0;29.0
Poland;2922401.0;1527.0;178011.0;75869.0;5.0
Poland;2923307.0;906.0;177750.0;75869.0;0.0
Poland;2925425.0;2118.0;179327.0;75918.0;49.0
Poland;2928064.0;2639.0;181712.0;75958.0;40.0
Poland;2931063.0;2999.0;183846.0;76018.0;60.0
Poland;2933833.0;2770.0;185110.0;76067.0;49.0
Poland;2937067.0;3234.0;186863.0;76111.0;44.0
Poland;2939589.0;2522.0;187656.0;76112.0;1.0
Poland;2941125.0;1536.0;187473.0;76115.0;3.0
Poland;2945057.0;3932.0;190582.0;76179.0;64.0
Poland;2950615.0;5558.0;195938.0;76254.0;75.0
Poland;2956217.0;5602.0;200093.0;76300.0;46.0
Poland;2961926.0;5709.0;203976.0;76359.0;59.0
Poland;2968199.0;6273.0;208120.0;76434.0;75.0
Poland;2972930.0;4731.0;210354.0;76447.0;13.0
Poland;2975878.0;2948.0;210532.0;76447.0;0.0
Poland;2982148.0;6270.0;215491.0;76539.0;92.0
Poland;2990513.0;8365.0;223259.0;76672.0;133.0
Poland;2998907.0;8394.0;228761.0;76773.0;101.0
Poland;3008302.0;9395.0;233883.0;76875.0;102.0
Poland;3018102.0;9800.0;239072.0;76990.0;115.0
Poland;3025257.0;7155.0;241290.0;76999.0;9.0
Poland;3030154.0;4897.0;240140.0;77012.0;13.0
Poland;3034673.0;4519.0;240600.0;77021.0;9.0
Poland;3045098.0;10425.0;249501.0;77145.0;124.0
Poland;3060614.0;15516.0;260235.0;77395.0;250.0
Poland;3076523.0;15909.0;269489.0;77547.0;152.0
Poland;3091727.0;15204.0;277702.0;77733.0;186.0
Poland;3104218.0;12491.0;282146.0;77757.0;24.0
Poland;3111535.0;7317.0;280450.0;77760.0;3.0
Poland;3125175.0;13640.0;288736.0;77981.0;221.0
Poland;3143730.0;18555.0;304286.0;78250.0;269.0
Poland;3162804.0;19074.0;319929.0;78524.0;274.0
Poland;3175775.0;12971.0;323041.0;78555.0;31.0
Poland;3190067.0;14292.0;323243.0;78821.0;266.0
Poland;3204511.0;14444.0;323028.0;78867.0;46.0
Poland;3214044.0;9533.0;317959.0;78879.0;12.0
Poland;3230636.0;16592.0;324448.0;79161.0;282.0
Poland;3254905.0;24269.0;343378.0;79624.0;463.0
Poland;3279804.0;24899.0;356538.0;79996.0;372.0
Poland;3303050.0;23246.0;363679.0;80399.0;403.0
Poland;3326505.0;23455.0;369682.0;80781.0;382.0
Poland;3345429.0;18924.0;376760.0;80822.0;41.0
Poland;3357762.0;12333.0;375132.0;80830.0;8.0
Poland;3377749.0;19987.0;383201.0;81228.0;398.0
Poland;3406144.0;28395.0;404877.0;81689.0;461.0
Poland;3434331.0;28187.0;418118.0;82186.0;497.0
Poland;3461072.0;26741.0;422986.0;82608.0;422.0
Poland;3487252.0;26180.0;426158.0;82986.0;378.0
Poland;3507846.0;20594.0;424497.0;83037.0;51.0
Poland;3520987.0;13141.0;415159.0;83057.0;20.0
Poland;3540073.0;19086.0;418039.0;83583.0;526.0
Poland;3569135.0;29062.0;436453.0;84154.0;571.0
Poland;3596487.0;27352.0;445613.0;84656.0;502.0
Poland;3623451.0;26964.0;447064.0;85128.0;472.0
Poland;3649032.0;25581.0;446527.0;85630.0;502.0
Poland;3671421.0;22389.0;443481.0;85675.0;45.0
Poland;3684674.0;13253.0;431219.0;85701.0;26.0
Poland;3704047.0;19373.0;433167.0;86204.0;503.0
Poland;3732590.0;28543.0;451064.0;86795.0;591.0
Poland;3760045.0;27455.0;461130.0;87357.0;562.0
Poland;3785034.0;24989.0;460089.0;87928.0;571.0
Poland;3808796.0;23762.0;456819.0;88414.0;486.0
Poland;3828246.0;19450.0;450650.0;88479.0;65.0
Poland;3839625.0;11379.0;436874.0;88508.0;29.0
Poland;3857083.0;17458.0;434725.0;89045.0;537.0
Poland;3881348.0;24265.0;447412.0;89714.0;669.0
Poland;3903445.0;22097.0;451611.0;90306.0;592.0
Poland;3923467.0;20022.0;446374.0;90872.0;566.0
Poland;3942864.0;19397.0;439136.0;91415.0;543.0
Poland;3958841.0;15977.0;431373.0;91485.0;70.0
Poland;3968451.0;9610.0;418067.0;91514.0;29.0
Poland;3982249.0;13798.0;414798.0;92054.0;540.0
Poland;4000264.0;18015.0;423083.0;92829.0;775.0
Poland;4017404.0;17140.0;423389.0;93445.0;616.0
Poland;4032797.0;15393.0;415939.0;94042.0;597.0
Poland;4043586.0;10789.0;405447.0;94311.0;269.0
Poland;4049836.0;6250.0;392075.0;94327.0;16.0
Poland;4054872.0;5036.0;378211.0;94365.0;38.0
Poland;4064711.0;9839.0;373884.0;94913.0;548.0
Poland;4080283.0;15572.0;381875.0;95706.0;793.0
Poland;4094602.0;14319.0;383896.0;96416.0;710.0
Poland;4108216.0;13614.0;381043.0;97054.0;638.0
Poland;4120249.0;12033.0;376998.0;97559.0;505.0
Poland;4127429.0;7180.0;369393.0;97592.0;33.0
Poland;4133848.0;6419.0;366181.0;97601.0;9.0
Poland;4145519.0;11671.0;374251.0;98034.0;433.0
Poland;4162716.0;17197.0;388692.0;98665.0;631.0
Portugal;9390.0;920.0;9156.0;187.0;27.0
Portugal;10281.0;891.0;9997.0;209.0;22.0
Portugal;11250.0;969.0;10929.0;246.0;37.0
Portugal;11976.0;726.0;11627.0;266.0;20.0
Portugal;12834.0;858.0;12456.0;295.0;29.0
Portugal;13348.0;514.0;12882.0;311.0;16.0
Portugal;14159.0;811.0;13610.0;345.0;34.0
Portugal;14955.0;796.0;14358.0;380.0;35.0
Portugal;15883.0;928.0;15247.0;409.0;29.0
Portugal;17609.0;1726.0;16916.0;435.0;26.0
Portugal;18196.0;587.0;17431.0;470.0;35.0
Portugal;18877.0;681.0;18066.0;504.0;34.0
Portugal;19275.0;398.0;18433.0;535.0;31.0
Portugal;19861.0;586.0;18909.0;567.0;32.0
Portugal;20593.0;732.0;19569.0;599.0;32.0
Portugal;21447.0;854.0;20271.0;629.0;30.0
Portugal;21653.0;206.0;20420.0;657.0;28.0
Portugal;22407.0;754.0;21043.0;687.0;30.0
Portugal;23000.0;593.0;21609.0;714.0;27.0
Portugal;23747.0;747.0;22335.0;735.0;21.0
Portugal;24335.0;588.0;22556.0;762.0;27.0
Portugal;25021.0;686.0;22969.0;785.0;23.0
Portugal;25443.0;422.0;23292.0;820.0;35.0
Portugal;25948.0;505.0;23733.0;854.0;34.0
Portugal;26514.0;566.0;24219.0;880.0;26.0
Portugal;26962.0;448.0;24586.0;903.0;23.0
Portugal;27117.0;155.0;24685.0;928.0;25.0
Portugal;27397.0;280.0;24910.0;948.0;20.0
Portugal;27571.0;174.0;24969.0;973.0;25.0
Portugal;28084.0;513.0;25412.0;989.0;16.0
Portugal;28399.0;315.0;25567.0;1007.0;18.0
Portugal;28603.0;204.0;25728.0;1023.0;16.0
Portugal;28695.0;92.0;25780.0;1043.0;20.0
Portugal;28938.0;243.0;25978.0;1063.0;20.0
Portugal;29117.0;179.0;26112.0;1074.0;11.0
Portugal;29599.0;482.0;26210.0;1089.0;15.0
Portugal;30135.0;536.0;26528.0;1105.0;16.0
Portugal;30691.0;556.0;26893.0;1114.0;9.0
Portugal;30830.0;139.0;26935.0;1126.0;12.0
Portugal;31006.0;176.0;27047.0;1135.0;9.0
Portugal;31104.0;98.0;27136.0;1144.0;9.0
Portugal;31339.0;235.0;26838.0;1163.0;19.0
Portugal;31559.0;220.0;26859.0;1175.0;12.0
Portugal;31747.0;188.0;27020.0;1184.0;9.0
Portugal;32012.0;265.0;27135.0;1190.0;6.0
Portugal;32240.0;228.0;26803.0;1203.0;13.0
Portugal;32467.0;227.0;26113.0;1218.0;15.0
Portugal;32641.0;174.0;24286.0;1231.0;13.0
Portugal;32865.0;224.0;24493.0;1247.0;16.0
Portugal;33094.0;229.0;24683.0;1263.0;16.0
Portugal;33347.0;253.0;24922.0;1277.0;14.0
Portugal;33636.0;289.0;23938.0;1289.0;12.0
Portugal;33908.0;272.0;24070.0;1302.0;13.0
Portugal;34061.0;153.0;13300.0;1316.0;14.0
Portugal;34227.0;166.0;13149.0;1330.0;14.0
Portugal;34447.0;220.0;13053.0;1342.0;12.0
Portugal;34733.0;286.0;13045.0;1356.0;14.0
Portugal;35039.0;306.0;13019.0;1369.0;13.0
Portugal;35391.0;352.0;13053.0;1383.0;14.0
Portugal;35649.0;258.0;12993.0;1396.0;13.0
Portugal;35947.0;298.0;13030.0;1410.0;14.0
Portugal;36148.0;201.0;13059.0;1424.0;14.0
Portugal;36344.0;196.0;12892.0;1436.0;12.0
Portugal;36712.0;368.0;13016.0;1447.0;11.0
Portugal;37045.0;333.0;13071.0;1455.0;8.0
Portugal;37424.0;379.0;13215.0;1465.0;10.0
Portugal;37808.0;384.0;13279.0;1474.0;9.0
Portugal;38152.0;344.0;13410.0;1479.0;5.0
Portugal;38345.0;193.0;13419.0;1485.0;6.0
Portugal;38768.0;423.0;13632.0;1492.0;7.0
Portugal;39063.0;295.0;13475.0;1497.0;5.0
Portugal;39375.0;312.0;13492.0;1504.0;7.0
Portugal;39646.0;271.0;13543.0;1505.0;1.0
Portugal;39930.0;284.0;13556.0;1512.0;7.0
Portugal;40158.0;228.0;13523.0;1517.0;5.0
Portugal;40506.0;348.0;13665.0;1520.0;3.0
Portugal;40808.0;302.0;13566.0;1522.0;2.0
Portugal;41146.0;338.0;13495.0;1523.0;1.0
Portugal;41565.0;419.0;13436.0;1524.0;1.0
Portugal;41942.0;377.0;13292.0;1527.0;3.0
Portugal;42321.0;379.0;13195.0;1528.0;1.0
Portugal;42614.0;293.0;12965.0;1530.0;2.0
Portugal;42874.0;260.0;13030.0;1534.0;4.0
Portugal;43221.0;347.0;13060.0;1540.0;6.0
Portugal;43590.0;369.0;13145.0;1543.0;3.0
Portugal;43903.0;313.0;13121.0;1549.0;6.0
Portugal;44356.0;453.0;13290.0;1555.0;6.0
Portugal;44681.0;325.0;13353.0;1561.0;6.0
Portugal;45140.0;459.0;13585.0;1564.0;3.0
Portugal;45407.0;267.0;13694.0;1568.0;4.0
Portugal;45637.0;230.0;13584.0;1576.0;8.0
Portugal;45952.0;315.0;13571.0;1579.0;3.0
Portugal;46282.0;330.0;13562.0;1587.0;8.0
Portugal;46658.0;376.0;13565.0;1598.0;11.0
Portugal;47073.0;415.0;13587.0;1605.0;7.0
Portugal;47403.0;330.0;13636.0;1614.0;9.0
Portugal;47636.0;233.0;13698.0;1620.0;6.0
Portugal;47924.0;288.0;13668.0;1629.0;9.0
Portugal;48369.0;445.0;13813.0;1631.0;2.0
Portugal;48789.0;420.0;13849.0;1644.0;13.0
Portugal;49193.0;404.0;13917.0;1646.0;2.0
Portugal;49738.0;545.0;14116.0;1654.0;8.0
Portugal;50030.0;292.0;14123.0;1660.0;6.0
Portugal;50338.0;308.0;14254.0;1662.0;2.0
Portugal;50572.0;234.0;13945.0;1668.0;6.0
Portugal;50949.0;377.0;13693.0;1676.0;8.0
Portugal;51290.0;341.0;13625.0;1679.0;3.0
Portugal;51604.0;314.0;13588.0;1682.0;3.0
Portugal;51919.0;315.0;13499.0;1684.0;2.0
Portugal;52166.0;247.0;13502.0;1689.0;5.0
Portugal;52302.0;136.0;13439.0;1691.0;2.0
Portugal;52430.0;128.0;13315.0;1697.0;6.0
Portugal;52683.0;253.0;13308.0;1702.0;5.0
Portugal;52913.0;230.0;13125.0;1705.0;3.0
Portugal;53228.0;315.0;13081.0;1712.0;7.0
Portugal;53492.0;264.0;12983.0;1716.0;4.0
Portugal;53702.0;210.0;12963.0;1717.0;1.0
Portugal;53838.0;136.0;12922.0;1719.0;2.0
Portugal;53950.0;112.0;12753.0;1722.0;3.0
Portugal;54154.0;204.0;12678.0;1725.0;3.0
Portugal;54410.0;256.0;12638.0;1727.0;2.0
Portugal;54615.0;205.0;12455.0;1735.0;8.0
Portugal;54854.0;239.0;12360.0;1737.0;2.0
Portugal;55008.0;154.0;12290.0;1738.0;1.0
Portugal;55115.0;107.0;12256.0;1738.0;0.0
Portugal;55228.0;113.0;12139.0;1739.0;1.0
Portugal;55396.0;168.0;12032.0;1740.0;1.0
Portugal;55610.0;214.0;11938.0;1743.0;3.0
Portugal;55901.0;291.0;11952.0;1746.0;3.0
Portugal;56088.0;187.0;11828.0;1750.0;4.0
Portugal;56220.0;132.0;11791.0;1756.0;6.0
Portugal;56378.0;158.0;11847.0;1759.0;3.0
Portugal;56499.0;121.0;11789.0;1761.0;2.0
Portugal;56778.0;279.0;11866.0;1764.0;3.0
Portugal;57105.0;327.0;11924.0;1770.0;6.0
Portugal;57341.0;236.0;11940.0;1772.0;2.0
Portugal;57540.0;199.0;11902.0;1775.0;3.0
Portugal;57662.0;122.0;11897.0;1778.0;3.0
Portugal;57795.0;133.0;11915.0;1779.0;1.0
Portugal;58010.0;215.0;11974.0;1784.0;5.0
Portugal;58264.0;254.0;12012.0;1786.0;2.0
Portugal;58556.0;292.0;12152.0;1788.0;2.0
Portugal;58776.0;220.0;12136.0;1792.0;4.0
Portugal;59018.0;242.0;12178.0;1794.0;2.0
Portugal;59164.0;146.0;12187.0;1796.0;2.0
Portugal;59288.0;124.0;12189.0;1801.0;5.0
Portugal;59481.0;193.0;12222.0;1805.0;4.0
Portugal;59845.0;364.0;12403.0;1807.0;2.0
Portugal;60246.0;401.0;12610.0;1809.0;2.0
Portugal;60649.0;403.0;12786.0;1815.0;6.0
Portugal;61025.0;376.0;12926.0;1818.0;3.0
Portugal;61347.0;322.0;13115.0;1819.0;1.0
Portugal;61592.0;245.0;13273.0;1822.0;3.0
Portugal;61824.0;232.0;13345.0;1824.0;2.0
Portugal;62216.0;392.0;13591.0;1827.0;3.0
Portugal;62636.0;420.0;13794.0;1829.0;2.0
Portugal;63044.0;408.0;14033.0;1833.0;4.0
Portugal;63532.0;488.0;14276.0;1838.0;5.0
Portugal;63849.0;317.0;14414.0;1840.0;2.0
Portugal;64099.0;250.0;14591.0;1843.0;3.0
Portugal;64489.0;390.0;14834.0;1846.0;3.0
Portugal;65138.0;649.0;15327.0;1849.0;3.0
Portugal;65726.0;588.0;15738.0;1852.0;3.0
Portugal;66416.0;690.0;16200.0;1855.0;3.0
Portugal;66916.0;500.0;16418.0;1860.0;5.0
Portugal;67592.0;676.0;16893.0;1867.0;7.0
Portugal;68208.0;616.0;17376.0;1871.0;4.0
Portugal;68635.0;427.0;17603.0;1875.0;4.0
Portugal;69243.0;608.0;18024.0;1878.0;3.0
Portugal;70017.0;774.0;18493.0;1888.0;10.0
Portugal;70801.0;784.0;18984.0;1894.0;6.0
Portugal;71654.0;853.0;19443.0;1899.0;5.0
Portugal;72209.0;555.0;19772.0;1912.0;13.0
Portugal;72835.0;626.0;20235.0;1920.0;8.0
Portugal;73300.0;465.0;20431.0;1925.0;5.0
Portugal;74106.0;806.0;20884.0;1928.0;3.0
Portugal;74800.0;694.0;21147.0;1931.0;3.0
Portugal;75704.0;904.0;21684.0;1936.0;5.0
Portugal;76592.0;888.0;22146.0;1944.0;8.0
Portugal;77260.0;668.0;22509.0;1953.0;9.0
Portugal;77687.0;427.0;22669.0;1957.0;4.0
Portugal;78378.0;691.0;23012.0;1963.0;6.0
Portugal;79207.0;829.0;23460.0;1971.0;8.0
Portugal;80065.0;858.0;23861.0;1977.0;6.0
Portugal;80957.0;892.0;24279.0;1983.0;6.0
Portugal;81925.0;968.0;24696.0;1995.0;12.0
Portugal;82834.0;909.0;25194.0;2005.0;10.0
Portugal;83572.0;738.0;25645.0;2018.0;13.0
Portugal;84001.0;429.0;25774.0;2032.0;14.0
Portugal;84950.0;949.0;26355.0;2040.0;8.0
Portugal;86234.0;1284.0;27097.0;2050.0;10.0
Portugal;87635.0;1401.0;27769.0;2062.0;12.0
Portugal;89289.0;1654.0;28710.0;2067.0;5.0
Portugal;90384.0;1095.0;29366.0;2080.0;13.0
Portugal;91639.0;1255.0;30262.0;2094.0;14.0
Portugal;92853.0;1214.0;30852.0;2110.0;16.0
Portugal;94935.0;2082.0;32433.0;2117.0;7.0
Portugal;97047.0;2112.0;33882.0;2128.0;11.0
Portugal;99668.0;2621.0;35390.0;2149.0;21.0
Portugal;101832.0;2164.0;35488.0;2162.0;13.0
Portugal;103697.0;1865.0;36136.0;2181.0;19.0
Portugal;105656.0;1959.0;37007.0;2198.0;17.0
Portugal;107541.0;1885.0;36736.0;2213.0;15.0
Portugal;110089.0;2548.0;37783.0;2229.0;16.0
Portugal;113375.0;3286.0;39620.0;2245.0;16.0
Portugal;116289.0;2914.0;41008.0;2276.0;31.0
Portugal;119976.0;3687.0;42500.0;2297.0;21.0
Portugal;122566.0;2590.0;43924.0;2316.0;19.0
Portugal;125025.0;2459.0;45160.0;2343.0;27.0
Portugal;128341.0;3316.0;45802.0;2371.0;28.0
Portugal;132321.0;3980.0;47922.0;2395.0;24.0
Portugal;136566.0;4245.0;50249.0;2428.0;33.0
Portugal;141245.0;4679.0;52952.0;2468.0;40.0
Portugal;145272.0;4027.0;53803.0;2507.0;39.0
Portugal;148349.0;3077.0;55191.0;2544.0;37.0
Portugal;150868.0;2519.0;55976.0;2590.0;46.0
Portugal;153477.0;2609.0;54889.0;2635.0;45.0
Portugal;161012.0;7535.0;59753.0;2694.0;59.0
Portugal;165444.0;4432.0;61361.0;2740.0;46.0
Portugal;171022.0;5578.0;64337.0;2792.0;52.0
Portugal;177695.0;6673.0;66529.0;2848.0;56.0
Portugal;183508.0;5813.0;70040.0;2896.0;48.0
Portugal;187625.0;4117.0;71543.0;2959.0;63.0
Portugal;191461.0;3836.0;70003.0;3021.0;62.0
Portugal;196421.0;4960.0;71030.0;3103.0;82.0
Portugal;202289.0;5868.0;73123.0;3181.0;78.0
Portugal;208976.0;6687.0;75648.0;3250.0;69.0
Portugal;215611.0;6635.0;76537.0;3305.0;55.0
Portugal;221676.0;6065.0;79700.0;3381.0;76.0
Portugal;225672.0;3996.0;80045.0;3472.0;91.0
Portugal;230124.0;4452.0;77126.0;3553.0;81.0
Portugal;236015.0;5891.0;78681.0;3632.0;79.0
Portugal;243009.0;6994.0;81384.0;3701.0;69.0
Portugal;249498.0;6489.0;82736.0;3762.0;61.0
Portugal;255970.0;6472.0;82767.0;3824.0;62.0
Portugal;260758.0;4788.0;83942.0;3897.0;73.0
Portugal;264802.0;4044.0;84004.0;3971.0;74.0
Portugal;268721.0;3919.0;80432.0;4056.0;85.0
Portugal;274011.0;5290.0;80528.0;4127.0;71.0
Portugal;280394.0;6383.0;82241.0;4209.0;82.0
Portugal;285838.0;5444.0;82116.0;4276.0;67.0
Portugal;290706.0;4868.0;80068.0;4363.0;87.0
Portugal;294799.0;4093.0;80838.0;4427.0;64.0
Portugal;298061.0;3262.0;80614.0;4505.0;78.0
Portugal;300462.0;2401.0;75008.0;4577.0;72.0
Portugal;303846.0;3384.0;75755.0;4645.0;68.0
Portugal;307618.0;3772.0;73876.0;4724.0;79.0
Portugal;312553.0;4935.0;73712.0;4803.0;79.0
Portugal;318640.0;6087.0;73561.0;4876.0;73.0
Portugal;322474.0;3834.0;74456.0;4963.0;87.0
Portugal;325071.0;2597.0;74187.0;5041.0;78.0
Portugal;327976.0;2905.0;70426.0;5122.0;81.0
Portugal;332073.0;4097.0;72181.0;5192.0;70.0
Portugal;335207.0;3134.0;70381.0;5278.0;86.0
Portugal;340287.0;5080.0;71266.0;5373.0;95.0
Portugal;344700.0;4413.0;70786.0;5461.0;88.0
Portugal;348744.0;4044.0;71863.0;5559.0;98.0
Portugal;350938.0;2194.0;71012.0;5649.0;90.0
Portugal;353576.0;2638.0;67805.0;5733.0;84.0
Portugal;358296.0;4720.0;68762.0;5815.0;82.0
Portugal;362616.0;4320.0;69686.0;5902.0;87.0
Portugal;366952.0;4336.0;70285.0;5977.0;75.0
Portugal;370787.0;3835.0;69910.0;6063.0;86.0
Portugal;374121.0;3334.0;70754.0;6134.0;71.0
Portugal;376220.0;2099.0;70426.0;6191.0;57.0
Portugal;378656.0;2436.0;67577.0;6254.0;63.0
Portugal;383258.0;4602.0;68469.0;6343.0;89.0
Portugal;387636.0;4378.0;68690.0;6413.0;70.0
Portugal;391782.0;4146.0;70178.0;6478.0;65.0
Portugal;392996.0;1214.0;69769.0;6556.0;78.0
Portugal;394573.0;1577.0;68208.0;6619.0;63.0
Portugal;396666.0;2093.0;68307.0;6677.0;58.0
Portugal;400002.0;3336.0;65457.0;6751.0;74.0
Portugal;406051.0;6049.0;68205.0;6830.0;79.0
Portugal;413678.0;7627.0;72496.0;6906.0;76.0
Portugal;420629.0;6951.0;74989.0;6972.0;66.0
Portugal;423870.0;3241.0;76675.0;7045.0;73.0
Portugal;427254.0;3384.0;77601.0;7118.0;73.0
Portugal;431623.0;4369.0;80008.0;7196.0;78.0
Portugal;436579.0;4956.0;80183.0;7286.0;90.0
Portugal;446606.0;10027.0;87004.0;7377.0;91.0
Portugal;456533.0;9927.0;93360.0;7472.0;95.0
Portugal;466709.0;10176.0;98938.0;7590.0;118.0
Portugal;476187.0;9478.0;102406.0;7701.0;111.0
Portugal;483689.0;7502.0;106778.0;7803.0;102.0
Portugal;489293.0;5604.0;109312.0;7925.0;122.0
Portugal;496552.0;7259.0;110388.0;8080.0;155.0
Portugal;507108.0;10556.0;116328.0;8236.0;156.0
Portugal;517806.0;10698.0;121815.0;8384.0;148.0
Portugal;528469.0;10663.0;125861.0;8543.0;159.0
Portugal;539416.0;10947.0;128165.0;8709.0;166.0
Portugal;549801.0;10385.0;134011.0;8861.0;152.0
Portugal;556503.0;6702.0;135886.0;9028.0;167.0
Portugal;566958.0;10455.0;135841.0;9246.0;218.0
Portugal;581605.0;14647.0;143776.0;9465.0;219.0
Portugal;595149.0;13544.0;151226.0;9686.0;221.0
Portugal;609136.0;13987.0;157660.0;9920.0;234.0
Portugal;624469.0;15333.0;162951.0;10194.0;274.0
Portugal;636190.0;11721.0;169230.0;10469.0;275.0
Portugal;643113.0;6923.0;170635.0;10721.0;252.0
Portugal;653878.0;10765.0;167381.0;11012.0;291.0
Portugal;668951.0;15073.0;172893.0;11305.0;293.0
